Name,Cardtype,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Darkwood Tracker,Unit,Nature,1,Hunter Plant,"Ambush: This Turn, an Enemy Unit was deployed in this Lane. Unearth: Draw the top Hunter of your Deck.","Where the forest's embrace tightens into a snare, her guidance is a gentle reprieve, her aim true against threats unseen.",3,"N, ?, ?",Common,"dryad, half plant half human hybrid, pine forest, blending into the foliage, plant elemental, tree bark skin, searching something on the ground",https://alpha.midjourney.com/jobs/b6937e53-11e4-443e-81dd-10370da6f07f?index=2,https://alpha.midjourney.com/jobs/eead3c4e-a8ac-4276-8742-a41f4a027d95?index=1,https://alpha.midjourney.com/jobs/0be0113f-6c45-41fa-b908-b4fb6dafd0af?index=1,https://alpha.midjourney.com/jobs/5af8b654-da9f-4dd4-a0df-9904431dd0aa?index=2,https://alpha.midjourney.com/jobs/5af8b654-da9f-4dd4-a0df-9904431dd0aa?index=1,https://alpha.midjourney.com/jobs/0fb05a95-0a81-4b72-945d-5c058c4700f5?index=1,,,,
Verdant Sakura Tree,Unit,Nature,2,Plant,Crystallize: All friendly Plants gain +1 Power.,"Atop the mountains, where life was thought to wither, it stands as a testament to nature's enduring beauty, a bloom eternal.",1,"N, ?",Common,,,,,,,,,,,
Forgotten Ancient,Unit,Nature Void,0,Dinosaur Undead,"Ambush: This Turn, your Opponent conquered this Lane. Unearth: Unearth all adjacent Units.","Life leads to Death, and Death calls back Life.",7,"N, N, V, V, ?, ?, ?",Rare,,,,,,,,,,,
Locust Swarm,Unit,Nature Void,2,Demon Insect,Deploy: You may deploy an Insect from your Hand. ,"In their buzzing, a grim prophecy fulfilled; fields and hopes alike are consumed beneath their dark cloud.",3,"N, V, ?, ?",Uncommon,,,,,,,,,,,
Emerald Fang Cobra,Unit,Nature,1,Animal Hunter,Ambush: An enemy Crystal was crystallized this Turn.,"Its venomous fangs gleam like emeralds in the shadows, a silent harbinger of nature's treacherous beauty.",3,"N, ?, ?",Common,"emerald king-cobra, hissing, action shot",https://alpha.midjourney.com/jobs/a5c44eb7-da14-41f3-9224-3efecd944123?index=3,https://alpha.midjourney.com/jobs/9e8e75e3-f444-4abc-a658-3223aea1bd47?index=3,https://alpha.midjourney.com/jobs/40745ea9-ba83-47ff-bca6-6735764dd00a?index=1,https://alpha.midjourney.com/jobs/1cfc858c-6584-4a4c-851f-996f2b733b93?index=2,,,,,,
Entwining Creeper,Unit,Nature,1,Insect Plant,Ritual of Plant: Gain +4 Power. Ritual of Insect: Draw a Card.,,4,"N, ?, ?, ?",Uncommon,"bright teal giant milliped, plant insect hybrid",https://alpha.midjourney.com/jobs/d3af5807-e0fe-4edb-b5aa-14e19625ff05?index=0,https://alpha.midjourney.com/jobs/247d054f-e364-4ce1-b670-1b47270f9559?index=0,https://alpha.midjourney.com/jobs/7bcd0fa6-fe66-4b08-9ad7-979d61cc9e92?index=3,,,,,,,
Jeweled Triceratops,Unit,Nature,1,Construct Dinosaur,Deploy: Unleash <N><N><N>: Glimpse 1 and crystallize the top Card of your Deck. ,"Imbued with crystalline power, its every charge shimmers with the energy of the shattered cosmos.",5,"N, N, ?, ?, ?",Common,"crystal triceratops, earthen tone crystals",https://alpha.midjourney.com/jobs/2306b48b-d456-4855-b8c7-c47b3ff07136?index=0,https://alpha.midjourney.com/jobs/9bc62077-e455-483f-9165-0f69014631da?index=1,,,,,,,,
Jolly Tamarin,Unit,Nature,0,Animal,"Ambush: This Turn, you glimpsed. Unearth: Draw a Card.","Among the treetops, its laughter echoes, a sprightly trickster with treasures hidden in the green vaults above.",2,"N, ?",Common,,,,,,,,,,,
Leech Dragonfly,Unit,Nature,1,Insect,Deploy: Move all Tokens from an adjacent Unit to a friendly Insect Unit.,"In its swift flight lies a deadly purpose, a tiny terror with the power to fell giants.",3,"N, N, ?, ?",Uncommon,leech dragonfly,https://alpha.midjourney.com/jobs/4fdf6f46-9093-45c4-9cce-693164456f42?index=2,https://alpha.midjourney.com/jobs/fe82b490-d8d5-4266-9483-e5e6cc7fed0b?index=1,https://alpha.midjourney.com/jobs/00a49b0c-0beb-4b22-b8ed-949c80f2fd24?index=1,,,,,,,
Nurseplant,Unit,Nature,1,Plant,Ally of Plant: Draw a Card.,"In the heart of the forest's embrace, it stands as a healer and guardian.",3,"N, N, ?",Common,"fantasy plant, pale purple fleshy leaves, soft glow",https://alpha.midjourney.com/jobs/6a912a49-8111-4beb-9677-f8894ace5ef6?index=0,https://alpha.midjourney.com/jobs/3de38ca0-acf7-47fe-844f-731d8caf3732?index=1,https://alpha.midjourney.com/jobs/3de38ca0-acf7-47fe-844f-731d8caf3732?index=2,https://alpha.midjourney.com/jobs/3437553e-6436-40ea-bbe7-e132ba1721fa?index=1,https://alpha.midjourney.com/jobs/e4583e2f-8a65-4d6e-bd18-e34443e347d4?index=0,https://alpha.midjourney.com/jobs/3437553e-6436-40ea-bbe7-e132ba1721fa?index=0,,,,
Bloodthrone Familiar,Unit,Void,2,Animal Undead,Crystallize: Unleash <?><?><?><?><?>: Unearth a friendly Undead Unit. Bury: obscure 2.,"Soaring through the night, it gathers whispers and secrets, loyal only to its vampiric sovereign.",1,V,Uncommon,,,,,,,,,,,
Nurturing Rootsaurus,Unit,Nature,1,Dinosaur Plant,Deploy: Unleash <N><N><N>: +4 Power.,"Among the ancient ferns, it reigns as a guardian of growth.",2,"N, ?",Common,"rootsaurus, lizard plant elemental, dork, cute poggers, made out of roots, on four legs, climbing up tree, grey scales",https://alpha.midjourney.com/jobs/2b4746b7-453d-4e3d-aa48-6329b68d1fda?index=1,https://alpha.midjourney.com/jobs/f94250ed-9bec-4e95-a78a-a5367e498d63?index=2,https://alpha.midjourney.com/jobs/3afdfbe5-2fbc-4e8b-9c83-487662da77ea?index=3,https://alpha.midjourney.com/jobs/96487f9a-27d2-43e6-b609-313d1ae7376b?index=0,https://alpha.midjourney.com/jobs/42d98fdd-4573-4737-a372-114e30992a73?index=3,,,,,
Carnage Hornet,Unit,Void,2,Hunter Insect,Ambush: A Unit was deployed adjacently this Turn. Unearth: You may bury an adjacent friendly Unit to gain its Power. ,"In the buzz of its wings, one hears the whispers of merciless destruction.",4,"V, V, ?, ?, ?",Rare,,,,,,,,,,,
Champion from Hell,Unit,Void,2,Demon Warrior,Deploy: Your Opponent buries all of their adjacent Units except one.,How can your meager mortal minds not grasp the concept of 'one versus one'?,4,"V, V, ?, ?, ?, ?, ?",Rare,,,,,,,,,,,
Colorgorger,Unit,Void,2,Demon,"Crystallize: If you control a Demon Unit, bury an enemy Crystal.","It nibbles away at colors, sapping strength from the very essence of its prey.",3,"V, ?, ?",Uncommon,,,,,,,,,,,
Dark Spoon,Unit,Void,2,Construct Demon,Deploy: Your Opponent puts a Card from their Hand beneath their Deck.,Beware the kitchenware that whispers secrets of chaos.,0,"V, ?",Uncommon,,,,,,,,,,,
Dawnbreak Wendigo,Unit,Void,2,Animal Undead,"Deploy: If you are trailing in Lanes, draw a card.",trail,3,"V, ?, ?",Common,,,,,,,,,,,
Depthdragger,Unit,Void,2,Animal Demon,Deploy: Put any number of Cards from your Hand at the Bottom of your Deck and draw that many plus one.,Artifact,0,"V, ?",Uncommon,,,,,,,,,,,
Discarded Abomination,Unit,Void,2,Animal Undead,Deploy: Gain Fear. Crystallize: Obscure 2 for each Lane you trail by.,Obscure,4,"V, ?, ?, ?, ?",Common,,,,,,,,,,,
Doomgaze Overlord,Unit,Void,2,Demon,Start of your Turn: Randomly obscure 1 or gain +2 Power.,Obscure,1,"V, V, V, ?, ?, ?",Rare,,,,,,,,,,,
Dread Cryptlord,Unit,Void,2,Undead Warrior,"Deploy: If you are trailing in Lanes, all friendly Undead Unit gain +2 Power.",trail,5,"V, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Nutrient Nexus,Unit,Nature,1,Plant,Deploy: Adjacent friendly Plant Units gain +2 Power.,"Roots deep in ancient soil, it weaves life into every leaf and vine, a pulse of growth in the wilderness.",2,"N, ?",Common,"fantasy plant, golden yellow fleshy flower, glowing, spectacular, root network, action shot",https://alpha.midjourney.com/jobs/08837e51-8acd-40e2-9947-b986ecef1f8b?index=2,https://alpha.midjourney.com/jobs/08837e51-8acd-40e2-9947-b986ecef1f8b?index=3,https://alpha.midjourney.com/jobs/355c4193-17fe-46f5-a75f-8244d0699eda?index=0,https://alpha.midjourney.com/jobs/355c4193-17fe-46f5-a75f-8244d0699eda?index=2,,,,,,
Fatepeek Imp,Unit,Void,2,Demon,Deploy: Obscure once.,Obscure,1,V,Common,,,,,,,,,,,
One Eyed Dread,Unit,Nature,1,Dinosaur Demon,Crystallize: Gain Crystalborn. Deploy: Gain Fear.,The jungle quivers under its cyclopean stare.,5,"N, N, N, ?, ?",Uncommon,"ancient dinosaur, heavily scarred, faded out white scales, red eye, furious, scar over eye, action shot",https://alpha.midjourney.com/jobs/9c862914-1633-485d-a9af-ebe932f88329?index=3,https://alpha.midjourney.com/jobs/9bdfe646-e0af-4d06-916f-b5aca401938e?index=2,https://alpha.midjourney.com/jobs/a9fa523c-5a8a-43f0-96ab-a2000206f5cd?index=2,https://alpha.midjourney.com/jobs/a9fa523c-5a8a-43f0-96ab-a2000206f5cd?index=3,,,,,,
Plunderpillar,Unit,Nature,0,Insect,Deploy: Move a Token from an adjacent Unit to a friendly Insect.,"As it devours the ambient energy, the enigma of its final form keeps all who witness it guessing, a tiny creature with boundless potential.",2,"N, ?",Common,,,,,,,,,,,
Raptor Pack,Unit,Nature,1,Dinosaur Hunter,"Ambush: This Turn, your Opponent crystallized and controls six or more Crystals.","Their coordinated strikes are as fearsome as they are efficient, a terror to all who tread their domain.",7,"N, N, N, ?, ?, ?",Uncommon,"pack of velociraptors stalking the jungle, hiding, lurking in ambush, feathered crests, striped scales",https://alpha.midjourney.com/jobs/0628379f-448a-41df-add6-3fe06c4d2945?index=3,https://alpha.midjourney.com/jobs/0628379f-448a-41df-add6-3fe06c4d2945?index=0,https://alpha.midjourney.com/jobs/eac8ad84-63f3-4a8c-87fc-19cb680363b6?index=3,https://alpha.midjourney.com/jobs/c160a400-d22a-45b1-b32c-459ce7fc2bd7?index=0,https://alpha.midjourney.com/jobs/c160a400-d22a-45b1-b32c-459ce7fc2bd7?index=3,,,,,
Saurian Wraith,Unit,Nature,1,Dinosaur Spirit,Deploy: Gain +3 Power if you have a Dinosaur Crystal.,"Echoing from ancient times, its ghostly form strikes terror, a spectral predator from a forgotten age.",4,"N, N, ?, ?, ?",Common,"transparent dinosaur made out of smoke, ghastly, translucent, transparent, ephemereal, ethereal",https://alpha.midjourney.com/jobs/89013cde-4192-47cd-aaf5-42d2b236e249?index=3,https://alpha.midjourney.com/jobs/89013cde-4192-47cd-aaf5-42d2b236e249?index=0,https://alpha.midjourney.com/jobs/69392398-99f3-418a-b440-62bf3028e365?index=0,https://alpha.midjourney.com/jobs/60f4fa59-8404-4637-b4cc-84822ee10408?index=1,https://alpha.midjourney.com/jobs/60f4fa59-8404-4637-b4cc-84822ee10408?index=2,https://alpha.midjourney.com/jobs/60f4fa59-8404-4637-b4cc-84822ee10408?index=3,https://alpha.midjourney.com/jobs/b58dc0ce-5fc2-431e-8af7-ef1a4f0ce200?index=1,,,
Gravebound Ghoul,Unit,Void,2,Undead,Bury: an adjacent friendly Unit gains Power equal to this Unit's Power.,"In the echo of a necromancer's neglect, it haunts, forever confined to its unintended crypt.",3,"V, ?, ?",Common,,,,,,,,,,,
Graverobber,Unit,Void,2,Human,Deploy: You may return a friendly Construct Unit to your Hand.,"In the dead of night, where tombstones loom, he finds kin amidst the gloom.",6,"V, V, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Greedspawn,Unit,Void,2,Demon,Deploy: Gain +2 Power for each Rare Unit.,"Every precious artifact, every rare jewel, amplifies its ravenous strength.",2,"V, ?",Uncommon,,,,,,,,,,,
Grim Titan,Unit,Void,2,Demon Dinosaur,Ally of Demon: Crystallize the top two Cards of your Deck and bury them.,Empty Crystal,5,"V, V, ?, ?",Common,,,,,,,,,,,
Shadowpounce Panther,Unit,Nature,1,Animal Hunter,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: You may move this.,"Master of the jungle's dark heart, its every step is a silent threat, a hunter cloaked in near-invisible menace.",5,"N, N, ?, ?, ?",Common,"shadowpounce panther, lurking in the shadows, fantasy artwork",https://alpha.midjourney.com/jobs/f5622707-3a33-4f6e-a48d-a0ad27d68cef?index=3,https://alpha.midjourney.com/jobs/63098f38-8ca0-4ef2-aebe-f49b99d438c7?index=0,https://alpha.midjourney.com/jobs/63098f38-8ca0-4ef2-aebe-f49b99d438c7?index=1,,,,,,,
Shardtooth,Unit,Nature,1,Dinosaur,Ambush: A Unit was deployed this Turn. Unearth: An adjacent friendly Unit gains Ward.,,4,"N, N, ?, ?, ?",Uncommon,stegosaurus with yellow glowing energy shield protecting it,https://alpha.midjourney.com/jobs/58f469e1-7b8d-44b8-bc46-7633399d832f?index=3,https://alpha.midjourney.com/jobs/cc8f43a5-20c6-4de5-94aa-485ac5585189?index=2,https://alpha.midjourney.com/jobs/cc8f43a5-20c6-4de5-94aa-485ac5585189?index=1,,,,,,,
Hungry Shambler,Unit,Void,2,Crystalblight Undead,Deploy: Each Player buries one of their Crystals.,"In its relentless shuffle, there's but one thought: feed, feed, feed.",3,"V, ?",Uncommon,,,,,,,,,,,
Sunflower Sprite,Unit,Nature,1,Plant Spirit,"Whenever a friendly Nature Unit is deployed adjacently, gain +2 Power.","As the sun's warmth bathes the world, it spreads its wings of harmony, a sprite that nurtures unity among nature's children.",1,"N, ?",Common,"sunflower sprite, mongolian elf, dazed expression, happy, giggling, fairy plant hybrid, plant wings, sitting on sunflower, surrounded by a clowd gold golden shining pollen",https://alpha.midjourney.com/jobs/368b24f9-1c00-4779-a36d-f23591683de3?index=2,https://alpha.midjourney.com/jobs/841dd73b-7d36-4a8a-8a78-c022ece5f065?index=3,https://alpha.midjourney.com/jobs/6f794a01-5504-4ec7-bb5a-ac0c8f5716c9?index=1,https://alpha.midjourney.com/jobs/70740339-f369-4a1a-ad6a-212daf6b27c2?index=1,https://alpha.midjourney.com/jobs/4954a71b-620f-4810-9cea-b02f6b424cae?index=2,https://alpha.midjourney.com/jobs/8e937feb-8227-422d-8f90-e44a4d7fed4a?index=1,https://alpha.midjourney.com/jobs/a660357f-f781-484d-9c02-d4107b2b1921?index=3,https://alpha.midjourney.com/jobs/2eac0e7f-1057-4e7a-8328-509c0dceae16?index=0,https://alpha.midjourney.com/jobs/86478582-4086-482d-9ccd-7d3de2bc5fb8?index=0,https://alpha.midjourney.com/jobs/a3158ad4-0ab7-45c4-aed6-9ab285a23027?index=2
Tiger Matriarch,Unit,Nature,1,Animal Hunter,Deploy: Another friendly Nature Unit in this Lane gains +2 Power and Ward.,"Sovereign of stripes and fangs, she embodies the jungle's heart, fierce and nurturing in her dominion.",1,"N, ?, ?",Common,"tiger matriarch, from below, massive, imposing, grown up, adult, fantasy artwork, action shot",https://alpha.midjourney.com/jobs/f6e8a559-f4fc-4cf8-b9f5-569b484cff1b?index=1,https://alpha.midjourney.com/jobs/f6e8a559-f4fc-4cf8-b9f5-569b484cff1b?index=2,https://alpha.midjourney.com/jobs/2ab65831-7f8c-4cc5-8d16-dd8600a5c55d?index=1,,,,,,,
Meekbone Soldier,Unit,Void,2,Undead Warrior,"Start of Turn: Unleash <V><V><V>: If you are trailing in Lanes, gain +1 Power. ",trail,2,"V, ?, ?",Common,,,,,,,,,,,
Monarch of Shadows,Unit,Void,2,Demon Insect,Start of Turn: Gain +1 Power for each buried Unit.,"Each secret interred feeds his dark dominion; for him, every grave is a fount of power.",1,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Venus Flytrap,Unit,Nature,1,Hunter Plant,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Bury an adjacent enemy Unit with 4 or less Power.,"What appears a mere plant masks a deadly trap, capable of snapping shut on much more than flies.",2,"N, N, ?, ?",Uncommon,"giant venus flytrap, fantasy artwork, dangerous, vicious, action shot",https://alpha.midjourney.com/jobs/94fd87fd-6fe5-4515-b144-4c4f0d68d57f?index=1,https://alpha.midjourney.com/jobs/ded6b164-2889-42a4-b1f9-04282827ce15?index=0,https://alpha.midjourney.com/jobs/0a06d262-0fba-46b7-8b36-c0577450e03f?index=2,https://alpha.midjourney.com/jobs/68756729-3a30-4b41-b769-c6867a043cb9?index=3,,,,,,
Arcane Gorgosaur,Unit,Nature,1,Dinosaur Wizard,Deploy and Crystallize: Unleash <N><N><N><N>: Deploy the top Card of your Deck.,"A behemoth of prehistoric mysticism, it commands the elements, sculpting the world as it has for eons.",4,"N, N",Rare,"heavily armored crocodile lizard, massive, dangerous, wide head, giant, glowing from between scales, monstrous, action shot",https://alpha.midjourney.com/jobs/b08502a5-5aca-438a-94dd-8131f6449d0f?index=0,https://alpha.midjourney.com/jobs/274f0ec2-a274-4e22-99ff-109dc900f82e?index=2,https://alpha.midjourney.com/jobs/51595c18-3b00-4985-8cac-2578e4df451c?index=1,https://alpha.midjourney.com/jobs/f55162d5-e50e-422e-8591-d8fddf15d6e7?index=3,https://alpha.midjourney.com/jobs/348510da-2553-4aeb-82e5-38b2cdbccaac?index=1,,,,,
Bloodclaw,Unit,Nature,1,Demon Dinosaur,Deploy: Each Player crystallizes the top Card of their Deck.,"In its monstrous stride, the ground trembles, heralding a primal horror from the depths of damnation.",6,"N, N, ?, ?",Rare,"demonic dinosaur, red, evil, monstrous, horns, drenched in red ichor",https://alpha.midjourney.com/jobs/50c1849f-5f11-4883-935d-7b2180147df1?index=3,https://alpha.midjourney.com/jobs/2f33e1b3-2e0e-4026-a457-bf83bf9f691d?index=0,https://alpha.midjourney.com/jobs/80a1b34c-eee4-4dc4-b941-3a15ce682d1a?index=2,,,,,,,
Duke of the Grove,Unit,Nature,1,Angel Plant,Deploy: Deploy a friendly Plant Crystal adjacently.,"In his verdant realm, he summons life with a mere thought, master of the green and growing.",4,"N, N, N, ?, ?",Rare,"tomboy, androgynous, valkyrie, winged nature plant human, wreath, celtic, pictish, gaelic, blue tattoos, nature hybrid, plant wings, grove, serene, noble, duke, inviting, aristocratic",https://alpha.midjourney.com/jobs/d88283a5-5792-42c5-aec4-2d68e2006546?index=0,https://alpha.midjourney.com/jobs/df435127-4535-4681-b89b-eec4ffa529c7?index=0,https://alpha.midjourney.com/jobs/c5875f38-8c50-454f-8f24-5ca55ca271c4?index=1,https://alpha.midjourney.com/jobs/cdf9f2d4-9c5b-4463-889d-566fda0c3ba0?index=0,https://alpha.midjourney.com/jobs/88105867-8090-4172-bfce-1b89be7bbf4d?index=3,https://alpha.midjourney.com/jobs/d65799d4-2b4c-4a67-b3db-92ab18625712?index=1,https://alpha.midjourney.com/jobs/4935ac9c-8ab4-4c9d-957a-10586754da6a?index=3,https://alpha.midjourney.com/jobs/bb398dc4-8526-4fa4-a38b-9191edd4b28f?index=3,https://alpha.midjourney.com/jobs/efb2dd81-b6be-4417-ac5f-7d627f4b4e0c?index=0,https://alpha.midjourney.com/jobs/383d2d7d-4882-42d2-a387-a8f0955ab3ee?index=0
Omenshadow,Unit,Void,2,Demon,Crystallize: Obscure 2.,"Once ignored, her prophecies lingered in the air like mist—unseen, unheard, unwelcome. Now, she weaves the future with her own hands, a dark tapestry to force the eyes of the world wide open.",3,"V, ?, ?",Uncommon,,,,,,,,,,,
Mantis Queen,Unit,Nature,1,Hunter Insect,Deploy: Unearth a friendly Unit with Ambush. Draw a Card for each other friendly Hunter Unit.,"The air thrums with the wings of her swarm. The Mantis Queen, a silent empress, orchestrates the chaos into a symphony. I am, against my better judgment, in awe.",5,"N, N, ?, ?, ?",Rare,"Queen Mantis, giant, monstrous, towering, imposing, hecking chonker, mystical, magical, fantasy artwork",https://alpha.midjourney.com/jobs/387b5688-00d1-43e1-994b-f1166a9f9f07?index=2,https://alpha.midjourney.com/jobs/2ce31b6e-a291-48f4-a0c1-403152383537?index=0,https://alpha.midjourney.com/jobs/2ce31b6e-a291-48f4-a0c1-403152383537?index=3,https://alpha.midjourney.com/jobs/4b4ec7c1-50af-47ee-b257-f0ccc5310487?index=1,https://alpha.midjourney.com/jobs/8101b753-c1a7-48f9-9c48-ff7c964630a9?index=3,https://alpha.midjourney.com/jobs/0cac4099-b720-427d-94a1-4232a7ee0eee?index=3,,,,
Purple Crusader,Unit,Void,2,Crusader Warrior,"Whenever an enemy Unit of a different Realm is deployed adjacently, gain +1 Power.","With every swing of his blade, he sought to cleave the dark. But the void is patient; it seeped into his will, transforming his resolve into the very essence of what he once vanquished.",2,"V, ?",Common,,,,,,,,,,,
Reborn Stargazer,Unit,Void,2,Animal Undead,Start of your Turn: You may bury this to glimpse 3. Unearth: Obscure 3.,"Once a herald of dawn, now a specter of dusk, it yearns for the light it has lost.",2,"V, ?",Common,,,,,,,,,,,
Relentless Guardian,Unit,Void,2,Construct Crystalblight Undead,Bury: unearth it and bury a friendly Crystal.,"""Warn...ing: Bl-blight, it creeps... I-I, still s-stand. Fight, must keep... Dark, d-deep. Not... give in.""",3,"V, ?, ?, ?",Common,,,,,,,,,,,
Runic Arachnid,Unit,Void,2,Hunter Insect,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Copy the 'Deploy' ability of an adjacent enemy Unit and return that Unit to its Owners Hand.,"Its webs drip with ancient curses, a trap not just for the flesh, but for the essence of magic itself.",2,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Sanguine Teapot,Unit,Void,2,Construct Undead,Deploy: Your Opponent buries two Crystals.,"""Item #0871: One (1) teapot, ceramic, seemingly benign but reputedly infused with malevolent energies. Note: Handle with care (and perhaps a prayer). Recommend storage: Restricted section, far from any actual tea ceremonies.""",0,"V, V, ?, ?",Uncommon,,,,,,,,,,,
